,Id,data_nocode,ContextTag,data_phraseList
99562,27014336,"['current', 'header', 'blue', 'red', 'problem', 'headers', 'code', 'pivotitemheader', 'type', 'binded', 'itemssource', 'write', 'property', 'viewmodel', 'bind', 'foreground', 'property', 'textbox', 'header', 'pivotitem', 'figure', 'xaml', 'write', 'property', 'viewmodel', 'bind', 'foreground', 'desired', 'effect', 'page', 'codebehind', 'work', 'eaddeditems0', 'pivotitem', 'type', 'currentitem', 'null']",no,"['pivotitem header', 'header style color', 'current header']"
118902,31826814,"['convert', 'curl', 'request', 'pycurl', 'python', 'code', 'executing', 'error', '415', 'unsupported', 'media', 'type', 'changed', 'time', '400', 'bad', 'request', 'bash', 'code', 'curl', 'works', 'idea', 'fix', 'python', 'code']",no,"['curl post request', 'curl request', 'pycurl code']"
159860,42585478,"['activerecord', 'scope', 'method', 'recipe', 'model', 'looks', 'returns', 'hash', 'containing', 'recipe', 'id', 'frequency', 'based', 'number', 'times', 'recipe', 'appears', 'user', 'recipes', 'join', 'table', 'id', 'actual', 'recipe', 'object', 'place', 'recipe', 'id', 'dont', 'query', 'database', 'displaying', 'view', 'think', 'feel', 'straightforward', 'missing', 'small', 'detail', 'help', 'greatly', 'appreciated']",no,"['user recipe join table', 'actual recipe object', 'recipe model']"
151523,40306278,"['jaxrs', 'rest', 'application', 'build', 'resteasy', 'version', '310beta2', 'extending', 'application', 'class', 'add', 'rest', 'resources', 'othre', 'filtres', 'providers', 'resteasyjacksonprovider', 'everythings', 'works', 'fine', 'till', 'extend', 'replace', 'custom', 'provider', 'getting', 'strange', 'exception', 'rest', 'calls', 'direct', 'selfreference', 'leading', 'cycle', 'reference', 'chain', 'reference', 'cycle', 'works', 'default', 'resteasyjacksonprovider', 'child', 'note', 'jacksonjsonprovider', 'parent', 'resteasyjacksonprovider', 'thows', 'exception', 'leads', 'think', 'problem', 'dependencies', 'found']",no,"['resteasyjacksonprovider everythings work fine till', 'rs rest application', 'reference exception']"
89474,24243056,"['code', 'http', 'request', 'yelp', 'api', 'xml', 'implement', 'xml', 'didnt', 'work']",no,"['http request', 'xml', 'http header']"
141405,37563419,"['mvvm', 'framework', 'caliburn', 'micro', 'application', 'viewmodel', 'thought', 'problems', 'dialog', 'tryclosetrue', 'failing', 'close', 'parent', 'window', 'stumbled', 'perfectly', 'outlined', 'problem', 'getting', 'tryclose', 'requires', 'parent', 'iconductor', 'view', 'close', 'method', 'isopen', 'property', 'caliburnmicro', 'showdialog', 'close', 'dialog', 'exactly', 'sure', 'implement', 'solution', 'answer', 'states', 'remove', 'calbindmodel', 'calviewmodel', 'bindings', 'turns', 'bindings', 'viewfirst', 'approach', 'wasnt', 'aware', 'heres', 'sample', 'offending', 'dialog', 'wrapper', 'okay', 'cancel', 'button', 'existing', 'viewmodel', 'whos', 'view', 'resolved', 'caliburn', 'thinking', 'viewmodel', 'remove', 'calviewmodel', 'binding', 'regain', 'ability', 'close', 'dialog', 'box', 'loose', 'actual', 'content', 'contentcontrol', 'display', 'things', 'application', 'itemscontrols', 'dialog', 'boxes', 'popups', 'etc', 'displaying', 'viewmodel', 'viewmodel', 'caliburn', 'edit', 'displaying', 'dialogviewmodel', 'inherits', 'screen', 'windowmanager']",no,"['itemscontrols dialog box', 'dialog box', 'calview model']"
34925,9125727,"['cache', 'activerecord', 'association', 'problem', 'theres', 'database', 'query', 'accessing', 'associations', 'retrieved', 'record', 'normally', 'id', 'cache', 'eagerloading', 'railscachewritepost', 'postincludescommentsfind99', 'work', 'problem', 'cache', 'limited', 'subset', 'association', 'limits', 'ignored', 'eagerloading', 'mentioned', 'example', 'postincludespopular', 'commentsfind99', 'return', 'comments', 'popular', 'ones', 'caching', 'object', 'lazyloading', 'association', 'query', 'unfortunately', 'occurs', 'pulling', 'objects', 'caching', 'clone', 'instead', 'unwanted', 'sql', 'query', 'redis', 'memcached', 'implementations', 'result', 'oddly', 'sequence', 'work', 'console', 'afaict', 'simple', 'usage', 'controller', 'view', 'fails', 'ie', 'sql', 'occurs', 'update', 'april', '2017', 'silly', 'premise', 'caching', 'objects', 'generally', 'wasteful', 'uses', 'lot', 'cache', 'storage', 'slow', 'serialisedeserialise', 'caching', 'associations', 'asked', 'multiplying', 'wastage', 'n', 'usually', 'efficient', 'cache', 'raw', 'ids', 'html', 'fragments']",no,"['limited association', 'unwanted sql query', 'database query']"
187791,50555353,"['assume', 'services', 'b', 'microservice', 'environment', 'b', 'sits', 'messaging', 'queue', 'm', 'broker', 'amb', 'problem', 'broker', 'm', 'solution', 'think', 'ping', 'service', 'regular', 'intervals', 'check', 'messaging', 'queue', 'm', 'long', 'meantime', 'service', 'stores', 'data', 'local', 'db', 'dumps', 'queue', 'broker', 'm', 'considering', 'problem', 'suggest', 'threads', 'reactive', 'programming', 'best', 'suited', 'scenario', 'ways', 'handled', 'code', 'grateful']",no,"['queue', 'service', 'reactive programming']"
1001,445581,"['wanted', 'opinions', 'topic', 'dumb', 'data', 'object', 'customerorder', 'customerorder', 'price', 'quantity', 'totalcash', 'property', 'price', 'quantity', 'totalcash', 'property', 'dont', 'calculation', 'object', 'directly', 'breaking', 'dumb', 'data', 'object', 'rule', 'cashflow', 'app', 'centralize', 'calculation', 'create', 'cashflowcalculator', 'class', 'pass', 'customerorder', 'dont', 'class', 'simple', 'calculation', 'ideas', 'best', 'practices']",no,"['totalcash property price quantity', 'customerorder customerorder ha', 'dumb data']"
9330,2734405,"['sorry', 'earlier', 'lengthy', 'post', 'concise', 'description', 'bind', 'collection', 'view', 'combobox', 'itemssource', 'bind', 'selectedvalue', 'property', 'view', 'model', 'issynchronizedwithcurrentitemfalse', 'change', 'source', 'list', 'ofr', 'view', 'refresh', 'view', 'changed', 'added', 'removed', 'edited', 'items', 'appear', 'correctly', 'item', 'list', 'combo', 'problem', 'selected', 'item', 'change', 'property', 'displaymember', 'path', 'combo', 'changed', 'property', 'value', 'reflect', 'selecton', 'box', 'combo', 'open', 'combo', 'dropdown', 'appears', 'correctly', 'item', 'list', 'selection', 'box', 'change', 'combobox', 'tag', 'listbox', 'xaml', 'keeping', 'attributes', 'selected', 'items', 'displaymember', 'property', 'value', 'updated', 'changes', 'reflect', 'selected', 'item', 'list', 'box', 'issue', 'fyi', 'view', 'model', 'properties', 'employeecollectionview', 'selectedemployeeid', 'bound', 'combo', 'itemssource', 'selectedvalue', 'resp', 'vm', 'implements', 'inotifypropertychanged', 'interface', 'core', 'employee', 'class', 'list', 'source', 'employeecollectionview', 'simply', 'model', 'class', 'inotifypropertychanged', 'displaymemberpath', 'property', 'employee', 'model', 'class', 'change', 'means', 'expect', 'combo', 'selection', 'box', 'update', 'value', 'refreshing', 'ther', 'selectedemployeeid', 'setting', '0', 'correctly', 'selects', 'dummy', 'select', 'employee', 'entry', 'itemssource', 'old', 'selected', 'value', 'use', 'old', 'value', 'takes', 'old', 'label', 'items', 'collection', 'latest', 'entry', 'comboboxs', 'iseditabletrue', 'views', 'refresh', 'refresh', 'iseditablefalse', 'things', 'work', 'correctly', 'patch', 'unnecessary', 'thx', 'vinit', 'sankhe']",no,"['view model ha property', 'label item collection ha late entry', 'collection view itemssource doe']"
121290,32407197,"['special', 'requirement', 'pass', 'complex', 'json', 'structure', 'lists', 'jobjects', 'query', 'backend', 'data', 'jobject', 'picked', 'condition', 'string', 'formed', 'search', 'database', 'results', 'aggregated', 'sent', 'single', 'server', 'response', 'getmessage', 'body', 'works', 'tested', 'curl', 'loking', 'user', 'friendly', 'client', 'testing', 'validation']",no,"['curl firefox google rest client doe', 'complex json structure list', 'user friendly client']"
55057,14259150,"['architechture', 'flow', 'events', 'type', '1', 'mainform', 'creates', 'presenter', 'presenter', 'creates', 'display', 'view', 'type', '2', 'grid', 'mainform', 'create', 'gridpresenter', 'row', 'grid', 'linked', 'detail', 'form', 'detailpresenter', 'doubleclick', 'gridpresenter', 'creates', 'detail', 'presenter', 'detail', 'presenter', 'creates', 'display', 'view', 'problem', 'views', 'refresh', 'presenter', 'needs', 'reload', 'data', 'eg', 'forms', 'b', 'open', 'time', 'change', 'trigger', 'refresh', 'b', 'situation', 'type', '1', 'form', 'refresh', 'grid', 'avoid', 'solution', 'main', 'form', 'keeps', 'reference', 'presenter', 'triggers', 'necessary', 'events', 'think', 'static', 'events', 'solve', 'higher', 'problem', 'messaging', 'views', 'better', 'solution']",no,"['view form', 'detail form detailpresenter', 'grid mainform create']"
133422,35500898,"['rails', '4', 'attribute', 'model', 'lets', 'dogname', 'code', 'return', 'dognamecapitalize', 'instead', 'database', 'value', 'example', 'c', 'public', 'string', 'return', 'thiscapitalize', 'set', 'ruby']",no,"['public string', 'model', 'dog']"
148440,39457292,"['attempting', 'add', 'logout', 'pages', 'post', 'request', 'sent', 'code', 'define', 'route', 'way', 'apppost', 'main', 'routes', 'file', 'effect', 'page', 'site', 'example', 'admin', 'page', 'add', 'code', 'logout', 'way', 'add', 'single', 'file', 'page', 'sitecomadmin', 'sitecompanel', 'able', 'access', 'thanks']",no,"['app post', 'post request', 'main route']"
51228,13223482,"['ruby', 'rails', 'v322', 'model', 'classes', 'city', 'belongs', 'country', 'simplest', 'way', 'add', 'country', 'id', 'database', 'table', 'column', 'city', 'database', 'table', 'state', 'related', 'activerecord', 'associations', 'way', 'order', 'store', 'database', 'data', 'think', 'use', 'data', 'stored', 'region', 'table', 'city', 'belongs', 'region', 'turn', 'belongs', 'country', 'implies', 'city', 'belongs', 'country', 'case', 'idea', 'properly', 'state', 'activerecord', 'associations', 'city', 'country', 'exploit', 'mentioned', 'relationship', 'informations', 'implicitly', 'present', 'region', 'model', 'class', 'proceed', 'note', 'forcing', 'state', 'belongs', 'country', 'activerecord', 'association', 'city', 'model', 'class', 'use', 'ror', 'counter', 'cache', 'feature', 'available', 'belongs', 'associations', 'order', 'count', 'cities', 'present', 'country']",no,"['city database table', 'city model class', 'region model class']"
77077,20622203,"['unit', 'work', 'pattern', 'uderstand', 'method', 'typic', 'transactions', 'based', 'domain', 'repostiries', 'repository', 'domain', 'object', 'example', 'defining', 'repository', 'objects', 'uow', 'object', 'commit', 'repositories', 'based', 'theyr', 'state', 'repositories', 'contain', 'transaction', 'logic', 'happens', 'insert', 'leads', 'creation', 'new', 'object', 'auto', 'generated', 'id', 'later', 'needed', 'object', 'transaction', 'unit', 'work', 'work', 'case', 'specific', 'complex', 'transaction', 'objects', 'generated', 'uow', 'commit', 'ran', 'transactions', 'treated', 'case']",no,"['repository object', 'uow object commit', 'object auto increment']"
2234,838950,"['mvvm', 'design', 'cwpf', 'look', 'demo', 'applications', 'didnt', 'handle', 'problem', 'application', 'consists', 'objects', 'contain', 'objects', 'parent', 'children', 'relationship', 'children', 'attribute', 'viewmodel', 'create', 'new', 'parent', 'objects', 'contain', 'existing', 'child', 'objects', 'viewmodels', 'sth', 'scenario', 'problem', 'parentvm', 'contains', 'childvm', 'actual', 'parent', 'inside', 'parentvm', 'child', 'objects', 'contained', 'childvm', 'objects', 'dont', 'think', 'good', 'idea', 'duplicate', 'child', 'objects', 'leads', 'redundance', 'application', 'context', 'needpossibility', 'create', 'new', 'child', 'objects', 'thought', 'class', 'design', 'mean', 'directly', 'operate', 'model', 'manipulate', 'parentvms', 'child', 'object', 'hand', 'simply', 'leave', 'model', 'parent', 'blank', 'use', 'parentvm', 'create', 'new', 'parent', 'database', 'good', 'way', 'handling', 'problem']",no,"['child object', 'parent child relationship', 'parent object']"
118589,31754319,"['struggling', 'scoured', 'internets', 'suggestion', 'find', 'web', 'api', 'c', 'project', 'js', 'web', 'project', 'running', 'locally', 'works', 'fine', 'publish', 'azure', 'hit', 'api', 'methods', 'rest', 'console', 'works', 'fine', 'issue', 'web', 'app', 'tries', 'hit', 'calls', 'method', 'initial', 'token', 'returns', '405', 'jacked', 'cors', 'settings', 'webconfig', 'times', 'sure', 'needed', 'anymore', 'getting', 'confusing', 'try', 'paste', 'relevant', 'bits', 'webconfig', 'systemwebserver', 'settings', 'webapiconfigcs', 'register', 'method', 'example', 'api', 'controller', 'js', 'url', 'apipersongetall', 'summarize', 'situation', 'running', 'locally', 'calls', 'work', 'fine', 'published', 'azure', 'direct', 'calls', 'rest', 'endpoints', 'fine', 'published', 'azure', 'js', 'returns', '405', 'nondescript', 'errors', 'instead', 'remove', 'cors', 'header', 'webconfig', 'use', 'enablecors', 'register', 'method', 'hit', 'token', 'instead', 'cors', 'preflight', 'errors', 'successfully', 'calls', 'rest', 'console', 'exceptionally', 'confusing', 'updates', 'ill', 'running', 'log', 'stuff', 'added', 'customheaders', 'webconfig', 'change']",no,"['web config system', 'initial token call return', 'web config']"
205198,55088351,"['new', 'drupal', '8', 'coming', 'drupal', '7', 'develop', 'custom', 'rest', 'resources', 'far', 'url', 'resource', 'running', 'everytime', 'change', 'uninstall', 'reinstall', 'module', 'use', 'rest', 'ui', 'resave', 'configuration', 'resoruce', 'way', 'automatically', 'thanks', 'advance']",no,"['custom rest resource', 'custom plugin resource', 'restful web service']"
1154,498428,"['building', 'blog', 'engine', 'test', 'concepts', 'tdd', 'inversion', 'control', 'came', 'setup', 'id', 'generic', 'iblogrepository', 'interface', 'support', 'sql', 'xml', 'problem', 'xml', 'repository', 'needs', 'different', 'resources', 'database', 'constructor', 'filereader', 'directoryreader', 'datapath', 'needed', 'sql', 'blog', 'repository', 'makes', 'issue', 'inversion', 'control', 'load', 'iblogrepository', 'impossible', 'makes', 'hard', 'generically', 'use', 'completely', 'different', 'ctors', 'reason', 'pass', 'fileopendirectorygetfiles', 'wouldnt', 'able', 'unit', 'test', 'class', 'xml', 'files', 'hard', 'drive']",no,"['sql blog repository', 'file open directory getfiles', 'generic iblogrepository interface']"
73617,19579814,"['questions', 'streamingoutput', 'jersey', '1', 'buffered', 'jaxrs', 'runtime', 'examples', 'create', 'bufferedwriter', 'outputstream', 'object', 'overriding', 'write', 'method', 'necessary', '2', 'jersey', 'jaxrs', 'runtime', 'matter', 'close', 'outputstream', 'object', 'stream', 'finished', 'thanks', 'geg']",no,"['outputstream object', 'doe jersey', 'write method']"
28550,7585134,"['issue', 'ie8', 'normal', 'view', 'css', 'styling', 'horizontal', 'lines', 'ie8', 'compatibility', 'mode', 'normal', 'mode', 'going']",no,"['ie8 normal view', 'ie8 compatibility mode', 'css issue hr']"
169810,45370795,"['sap', 'hana', 'service', 'layer', 'code', 'stumbling', 'error', 'help', 'error', '1st', 'authenticationexception', 'remote', 'certificate', 'invalid', 'according', 'validation', 'procedure', 'error', '2nd', 'webexception', 'underlying', 'connection', 'closed', 'establish', 'trust', 'relationship', 'ssltls', 'secure', 'channel', 'error', '3rd', 'httprequestexception', 'error', 'occurred', 'sending', 'request', 'details', 'app', 'created', 'console', 'app', 'net', 'amp', 'execute', 'server', 'hana', 'server', 'locally', 'accessed', 'server', 'lan', 'linux', 'amp', 'windows', 'server', 'thing', 'client', 'planning', 'purchase', 'domain', 'amp', 'ssl', 'certificate', 'sap', 'hana', 'service', 'layer', 'consumed', 'app', 'internally', 'thing', 'tested', 'login', 'service', 'postman', 'fine', 'amp', 'getting', 'session', 'details', 'url', 'code', 'access', 'service', 'url', 'url']",no,"['sap hana service layer', 'ssl tl secure channel error', 'amp ssl certificate']"
